prompt,summary
"There are 960 ducks in a flock, 580 of which are in the water and the rest are on the shore. How many ducks are there on the shore?","var1 = [find](total number of ducks) #960, var2 = [find](number of ducks in water) #580, var3 = [subtract](var1, var2) # 960 - 580 = 380, [return](var3) # 380"
"A pair of trousers costs 78 yuan, and a pair of leather shoes costs three times that of the trousers. How much does it cost Dad to buy a pair of such trousers and a pair of leather shoes?","var1 = [find](cost of trousers) #78, var2 = [multiply](var1, 3) # 78 * 3 = 234, var3 = [add](var1, var2) # 78 + 234 = 312, [return](var3) # 312"
"A kind of sweater, the original price is 380 yuan, the current price is lower than the original price (3/19). How much is it reduced?","var1 = [find](original price) #380, var2 = [find](reduction percentage) #3/19, var3 = [multiply](var1, var2) # 380 * (3/19) = 60, [return](var3) # 60."
"There are 24 students in the mathematics interest group in Hongxing Primary School, accounting for 3/8 of the total number of students in the sixth grade. How many students are there in the sixth grade of Hongxing Primary School?","var1 = [find](number of students in math group) #24, var2 = [find](fraction of total students in math group) #3/8, var3 = [divide](var1, var2) # 24 / 3/8 = 64, [return](var3) # 64"
"Dad bought a bicycle for Xiaoyu, the original price was 180 yuan, and now the store sells it at 0.85 yuan. How much did you pay for this car?","var1 = [find](original price of bicycle) #180, var2 = [find](discount percentage) #0.85, var3 = [multiply](var1, var2) # 180 * 0.85 = 153, [return](var3) # 153."
Guangming Primary School has an average of 42 students per class and 39 teaching classes. How many students are there in the whole school?,"var1 = [find](average number of students per class) #42, var2 = [find](number of teaching classes) #39, var3 = [multiply](var1, var2) # 42 * 39 = 1638, [return](var3) # 1638"
"Xiao Ming was 58 cm tall when he was born, and his father was 174 cm tall. How many times his father's height is Xiao Ming's.","var1 = [find](Xiao Ming's height when born) #58, var2 = [find](Xiao Ming's father's height) #174, var3 = [divide](var2, var1) # 174 / 58 = 3, [return](var3) # 3"
"A train travels 273 kilometers in 3 hours. At this speed, it takes 20 hours to travel from point A to point B. How far is it from point A to point B?","var1 = [find](distance traveled in 1 hour) #273/3 = 91, var2 = [find](time taken to travel from A to B) #20, var3 = [multiply](var1, var2) # 91 x 20 = 1820, [return](var3) # 1820"
"There are 12 balls in the pocket. If you touch any ball from it, the probability of getting a red ball is (3/4). How many red balls are there in the pocket?","var1 = [find](number of balls) #12, var2 = [find](probability of getting a red ball) #3/4, var3 = [multiply](var1, var2) # 12 * 3/4 = 9, [return](var3) # 9"
"There are 56 students in Class 1 of the third grade in Wucheng Central Primary School, among which girls account for (5/8). How many girls are there?","var1 = [find](total number of students in class) #56, var2 = [find](fraction of girls in class) #5/8, var3 = [multiply](var1, var2) # 56 * 5/8 = 35, [return](var3) #35"
"There are 7 units in Building 1 of Huayuan District, and each unit houses 14 households. How many families live in this building?","var1 = [find](number of units in building 1) #7, var2 = [find](number of households per unit) #14, var3 = [multiply](var1, var2) # 7 x 14 = 98, [return](var3) # 98"
"In the long jump competition, Xiaoying jumped 3.46 meters, Qiangqiang jumped 0.87 meters more than Xiaoying, and Liangliang jumped 0.13 meters less than Qiangqiang. How many meters did Liangliang jump?","var1 = [find](Xiaoying's jump distance) #3.46, var2 = [add](var1, 0.87) # 3.46 + 0.87 = 4.33, var3 = [subtract](var2, 0.13) # 4.33 - 0.13 = 4.20, [return](var3) # 4.20"
"Master Wang processed 50 parts a day, and the qualified rate was 98%. How many parts are qualified?","var1 = [find](number of parts processed per day) #50, var2 = [find](qualified rate as a decimal) #0.98, var3 = [multiply](var1, var2) # 50 * 0.98 = 49, [return](var3) # 49"
"Xiaohong enters a manuscript, and there are 700 words left after entering (5/7). How many words are there in this manuscript?","var1 = [find](fraction of the manuscripttyped by Xiaohong) #(5/7), var2 = [find](number of words left) #700, var3 = [divide](var2, [subtract](1, var1)) # 700 / (1 - (5/7)) = 2450, [return](var3) # 2450"
"Xiao Min saved 56 yuan of pocket money, and he took out (5/8) of it to donate to the elementary school in the earthquake-stricken area of ​​Yingjiang, Yunnan. How much money did Xiao Min donate?","var1 = [find](amount of pocket money saved) #56, var2 = [find](fraction taken out to donate) #5/8, var3 = [multiply](var1, var2) # 56 * 5/8 = 35, [return](var3) # 35"
"The survival rate of fir trees is 95%. This year, 285 trees were planted on Arbor Day. How many trees were planted in total?","var1 = [find](survival rate of fir trees) #0.95, var2 = [find](number of trees planted on Arbor Day) #285, var3 = [divide](var2, var1) # 285 / 0.95 = 300, [return](var3) # 300"
A willow tree is planted every 20 meters along a circle of a fish pond with a circumference of 800 meters. How many willow trees are planted in total?,"var1 = [find](circumference of the fish pond) # 800, var2 = [find](distance between each willow tree) # 20, var3 = [divide](var1, var2) # 800 / 20 = 40, [return](var3) # 40"
"There are 240 roosters in a chicken farm, and 24 times as many hens as roosters. How many chickens are there in this chicken farm?","var1 = [find](number of roosters) #240, var2 = [multiply](var1, 24) # 240 * 24 = 5760, var3 = [add](var1, var2) # 240 + 5760 = 6000, [return](var3) # 6000"
A 3-meter-long bamboo pole is inserted into the soil. The part exposed to the ground is 2.4 meters long. How many meters is the part inserted into the soil?,"var1 = [find](total length of bamboo pole) #3, var2 = [find](length exposed to ground) #2.4, var3 = [subtract](var1, var2) # 3 - 2.4 = 0.6, [return](var3) # 0.6"
The side meal for students includes a bag of milk and a snack. There are 4 different flavors of milk and 6 different colors of snacks. How many different combinations are there?,"var1 = [find](number of flavors of milk) #4, var2 = [find](number of colors of snacks) #6, var3 = [multiply](var1, var2) # 4 x 6 = 24, [return](var3) # 24"
"The original price of a suit is 180 yuan, but the current price is 1/5 lower than the original price. How much is the current price cheaper than the original price?","var1 = [find](original price of suit) #180, var2 = [find](percentage decrease) #1/5, var3 = [multiply](var1, var2) # 180 * 1/5 = 36, [return](var3) # 36"
Xiao Ding Ding brought 60 yuan to buy movie tickets. He bought a total of 4 children's tickets. The conductor gave him 8 yuan. How much is a child ticket?,"var1 = [find](money brought by Xiao Ding Ding) #60, var2 = [find](total number of children's tickets bought) #4, var3 = [divide](var1 - var2, var2) # (60 - 8) / 4 = 13, [return](var3) # 13"
"In a math competition, Xiaohua got (5/6) out of 18 questions right. How many questions did Xiaohua get right?","var1 = [find](total number of questions) #18, var2 = [find](fraction of questions Xiaohua got right) #(5/6), var3 = [multiply](var1, var2) # 18 * (5/6) = 15, [return](var3) # 15"
"During the development of the western region, when building railways, materials in many places had to be transported by animal power. Uncle Wang made an agreement with a certain engineering team to pay 16 yuan for each bag of cement delivered to the destination. Last month, he used his own mule to deliver 725 bags of cement for the engineering team. How much should the engineering team pay him?","var1 = [find](price per bag of cement) #16, var2 = [find](number of bags delivered by Uncle Wang's mule) #725, var3 = [multiply](var1, var2) # 16 * 725 = 11600, [return](var3) # 11600"
"There are 5 paths from Xiao Ming's house to the school, and 3 paths from the school to the Children's Palace. How many different ways does Xiao Ming walk from home, through school and then to the Children's Palace?","var1 = [find](number of paths from home to school) #5, var2 = [find](number of paths from school to the Children's Palace) #3, var3 = [multiply](var1, var2) # 5 * 3 = 15, [return](var3) # 15"
"Xiangxiang and Keke are standing back to back. Xiangxiang walks 130 meters to the north, and Keke walks 180 meters to the south. How many meters are there between them?","var1 = [find](distance walked by Xiangxiang) #130, var2 = [find](distance walked by Keke) #180, var3 = [add](var1, var2) # 130 + 180 = 310, [return](var3) # 310"
"The original price of liquefied petroleum gas is 75 yuan per bottle, and now the price has increased by 14%. How much is the price increase?","var1 = [find](original price of liquefied petroleum gas) #75, var2 = [find](percentage increase) #14, var3 = [multiply](var1, var2) # 75 * 0.14 = 10.5, [return](var3) # 10.5"
"A dolphin swims 50 kilometers per hour, and a swordfish swims 19 kilometers faster than twice as fast as a dolphin. How many kilometers per hour does a swordfish swim?","var1 = [find](speed of dolphin) #50, var2 = [multiply](var1, 2) # 50 * 2 = 100, var3 = [add](var2, 19) # 100 + 19 = 119, [return](var3) # 119"
"A trash can is placed every 10 meters on the road around the lake, and there are 30 trash cans in total. How long is it around the lake?","var1 = [find](total number of trash cans) #30, var2 = [find](distance between each trash can) #10, var3 = [multiply](var1, var2) # 30 * 10 = 300, [return](var3) # 300"
"The florist shipped 216 roses, and each 8 roses are tied into a bunch. How many bunches can be tied?","var1 = [find](number of roses) #216, var2 = [find](number of roses per bunch) #8, var3 = [divide](var1, var2) # 216 / 8 = 27, [return](var3) # 27"
There are 7 science and technology books on the upper shelf and 6 animation books on the lower shelf. How many different ways are there to take a science and animation book from the bookshelf?,"var1 = [find](number of science books) #7, var2 = [find](number of animation books) #6, var3 = [multiply](var1, var2) # 7 * 6 = 42, [return](var3) # 42"
"The vegetable market shipped 15 kilograms of leeks, and 16 times as many tomatoes as leeks. How many kilograms of the two vegetables are there in total?","var1 = [find](weight of leeks) #15, var2 = [multiply](var1, 16) # 15 * 16 = 240, var3 = [add](var1, var2) # 15 + 240 = 255, [return](var3) # 255"
"Throwing a battery in the soil will cause 190 square meters of land pollution, making it impossible for plants to grow. Xiao Ming picked up 15 used batteries on the grass in the park. How many square meters of land pollution can be reduced in total?","var1 = [find](square meters of land pollution caused by one battery) #190, var2 = [find](number of used batteries picked up by Xiao Ming) #15, var3 = [multiply](var1, var2) # 190 * 15 = 2850, [return](var3) # 2850"
"The apprentice processes 38 parts per hour, and the master processes twice as many parts per hour as the apprentice. How many parts are processed by the master and apprentice in total?","var1 = [find](parts processed per hour by apprentice) #38, var2 = [multiply](var1, 2) # 38 * 2 = 76, var3 = [add](var1, var2) # 38 + 76 = 114, [return](var3) # 114"
"There are 240 boys in a certain school, and the girls are boys (1/4). How many girls are there?","var1 = [find](number of boys) #240, var2 = [find](fraction of girls compared to boys) #1/4, var3 = [multiply](var1, var2) #240 * 1/4 = 60, [return](var3) #60"
"I read a fairy tale book every hour. I originally planned to read 16 pages a day, and finished it in 9 days. I actually finished it in 6 days. How many pages did I actually read on average every day?","var1 = [find](number of pages planned to read per day) #16, var2 = [multiply](var1, 9) # 16 * 9 = 144, var3 = [divide](var2, 6) # 144 / 6 = 24, [return](var3) # 24"
"The original price of shooting a set of children's photobooks is 460 yuan. During the ""June 1"" Children's Day, there is a 0.85 discount. How much is the current price?","var1 = [find](original price of photobooks) #460, var2 = [find](discount percentage) #0.85, var3 = [multiply](var1, var2) # 460 * 0.85 = 391, [return](var3) # 391"
"The weight of a pig is 100 kg, and the weight of a cow is 162 kg more than four times that of a pig. How many kilograms does this cow weigh?","var1 = [find](weight of pig) #100, var2 = [multiply](var1, 4) # 100 * 4 = 400, var3 = [add](var2, 162) # 400 + 162 = 562, [return](var3) # 562"
A stationery store sold 622 exercise books in the morning and 279 in the afternoon. How many exercise books were sold in total?,"var1 = [find](number of exercise books sold in morning) #622, var2 = [find](number of exercise books sold in afternoon) #279, var3 = [add](var1, var2) # 622 + 279 = 901, [return](var3) # 901"
"Mom made 27 parts in 9 hours, and finished them all in 3 hours. How many parts did mother make in total?","var1 = [find](parts made per hour) # 27/9 = 3, var2 = [find](total hours worked) # 9 + 3 = 12, var3 = [multiply](var1, var2) # 3 x 12 = 36, [return](var3) # 36"
"The school track and field team has 36 male members, and the number of male members is four times that of female members. How many members are there in the school track and field team?","var1 = [find](number of male members) # 36, var2 = [multiply](var1, 1/4) # 36 * 1/4 = 9, var3 = [add](var1, var2) # 36 + 9 = 45, [return](var3) # 45"
A fruit shop brings in a cart of fruit. It sells 15% on the first day and 35% on the second day. It sells a total of 200 kilograms in two days. How many kilograms of fruit does this cart have?,"var1 = [find](total percentage sold) #50%, var2 = [find](total kilograms sold) #200, var3 = [divide](var2, var1) # 200 / 0.5 = 400, [return](var3) # 400"
"After the price of a coat is 0.85, the price is 75 yuan cheaper than the original price. How much is the original price of this coat?","var1 = [find](discount rate) #0.85, var2 = [find](discounted amount) #75, var3 = [divide](var2, [subtract](1, var1)) # 75 / (1 - 0.85) = 500, [return](var3) # 500"
"A highway is 400 meters long, and (4/5) of the full length has been repaired. How many meters have been repaired?","var1 = [find](full length of highway) # 400, var2 = [find](fraction of highway that has been repaired) # 4/5 or 0.8, var3 = [multiply](var1, var2) # 400 * 0.8 = 320, [return](var3) # 320"
"Class 3 (1) has 52 students. The class leader organized donations for the earthquake-stricken area of ​​Sichuan Ya'an, with an average donation of 18 yuan per person. How much did the class donate in total?","var1 = [find](number of students in class) #52, var2 = [find](average donation per person) #18, var3 = [multiply](var1,var2) # 52 * 18 = 936, [return](var3) # 936"
There are 16 white cranes and 144 white swans in the park. How many times are there white swans than white cranes?,"var1 = [find](number of white cranes) #16, var2 = [find](number of white swans) #144, var3 = [divide](var2, var1) # 144 / 16 = 9, [return](var3) # 9"
"A certain orchard harvested 5,970 kilograms of apples, and each box can hold 30 kilograms. How many boxes can these apples hold?","var1 = [find](total amount of apples harvested) #5,970, var2 = [find](amount of apples per box) #30, var3 = [divide](var1, var2) # 5,970 / 30 = 199, [return](var3) # 199"
"There are 22 species of birch in my country, accounting for exactly (11/20) of the birch species in the world. How many species of birch are there in the world?","var1 = [find](number of birch species in country) #22, var2 = [find](fraction of birch species in world accounted by country) #(11/20), var3 = [divide](var1, var2) # 22 / (11/20) = 40, [return](var3) # 40"
"There are 96 literature and art books in the small library, the number of story books is (2/3) of the literature and art books, and the number of science and technology books is (1/4) of the story books. How many technical books are there?","var1 = [find](number of literature and art books) #96, var2 = [multiply](var1, 2/3) # 96 * 2/3 = 64, var3 = [divide](var2, 4) # 64 / 4 = 16, [return](var3) # 16"
"Xiaogang scored 18 goals, and Xiaoqiang scored twice as many goals as Xiaogang. How many goals did they score together?","var1 = [find](number of goals scored by Xiaogang) #18, var2 = [multiply](var1, 2) # 18 * 2 = 36, var3 = [add](var1, var2) # 18 + 36 = 54, [return](var3) # 54"
Teacher Li bought prizes for the students who won the math competition. He bought 12 pens for 148.8 yuan. How much is each pen worth?,"var1 = [find](total cost of pens) #148.8, var2 = [find](number of pens bought) #12, var3 = [divide](var1, var2) # 148.8 / 12 = 12.4, [return](var3) # 12.4"
Xiao Ming went to the swimming pool to swim. It took him 6 minutes to swim 2 back and forth. He swam a total of 120 meters. How many meters per minute on average?,"var1 = [find](total time taken to swim) #6, var2 = [find](total distance swam) #120, var3 = [divide](var2, var1) # 120 / 6 = 20, [return](var3) # 20"
"The price of a pair of trousers is 18 yuan, and the price of a jacket is twice that of a pair of trousers. How much does it cost to buy a set of such clothes?","var1 = [find](price of trousers) #18, var2 = [multiply](var1, 2) # 18 * 2 = 36, var3 = [add](var1, var2) # 18 + 36 = 54, [return](var3) # 54"
"A class of fifth grade went to plant trees, and planted 40 poplars, five times the number of willows. How many willows were planted in a fifth grade class?","var1 = [find](number of poplars planted), var1 = 40, var2 = [find](ratio of willows to poplars), var2 = 1:5, var3 = [multiply](var1, var2) # 40 * 1/5 = 8, [return](var3) # 8"
A certain commodity is sold at 0.8 and the current price is 100 yuan. What is the original price?,"var1 = [find](current price) #100, var2 = [find](selling price) #0.8, var3 = [divide](var1, var2) # 100 / 0.8 = 125, [return](var3) # 125"
"The price of a chair is 25 yuan, and the price of a table is three times that of a chair. How much does it cost to buy a chair and a table?","var1 = [find](price of chair) #25, var2 = [multiply](var1, 3) # 25 * 3 = 75, var3 = [add](var1, var2) # 25 + 75 = 100, [return](var3) # 100"
"Fangfang’s family used 13.4 tons of water in April, saving 1.6 tons compared to last month. How many tons did Fangfang’s family use last month?","var1 = [find](water used in April) #13.4, var2 = [find](amount saved compared to last month) #1.6, var3 = [add](var1, var2) # 13.4 + 1.6 = 15, [return](var3) # 15"
"There are 1008 female workers in a certain factory, accounting for (2/3) of all workers in the factory. How many workers are there in total?","var1 = [find](number of female workers) #1008, var2 = [find](proportion of female workers) #(2/3), var3 = [divide](var1, var2) # 1008 / (2/3) = 1512, [return](var3) # 1512"
"There are 42 tablets in a bottle of medicine. Zhang Ying eats 3 times a day, 2 tablets each time. How many days is this bottle of medicine enough for?","var1 = [find](number of tablets) #42, var2 = [find](number of tablets consumed per day) #3 * 2 = 6, var3 = [divide](var1, var2) # 42 / 6 = 7, [return](var3) # 7"
"There are 44 students in Class 1 of June, and those who participate in the chorus account for the whole class (2/11). How many people are in the chorus?","var1 = [find](number of students in Class 1 of June) #44, var2 = [find](portion of students in chorus) #2/11, var3 = [multiply](var1, var2) # 44 * 2/11 = 8, [return](var3) # 8"
"A road has been repaired by 40%, which is exactly 28 kilometers. How long is this road in kilometers?","var1 = [find](percent of road repaired) #40%, var2 = [find](distance of road repaired) #28 km, var3 = [divide](var2, var1) # 28 / 40% = 70 km, [return](var3) # 70"
A book has 120 pages. Xiaohong read (2/5) of the whole book on the first day. How many pages did she read on the first day?,"var1 = [find](total number of pages in book) #120, var2 = [find](fraction of book read on first day) #2/5, var3 = [multiply](var1, var2) # 120 x 2/5 = 48, [return](var3) # 48"
5 times a number is 620. Find this number.,"var1 = [find](total value) #620, var2 = [find](number of times), var2 = 5, var3 = [divide](var1, var2) # 620 / 5 = 124, [return](var3) # 124"
"Xiaohong did 16 questions yesterday and today, and yesterday she did 10 questions. How many questions did Xiaohong do today?","var1 = [find](number of questions Xiaohong did yesterday) #10, var2 = [find](total number of questions Xiaohong did yesterday and today) #16, var3 = [subtract](var2, var1) # 16 - 10 = 6, [return](var3) # 6"
"Teacher Zhang wrote ""Counseling Exercises"" and received a manuscript fee of 2,800 yuan. According to regulations, the part of the one-time manuscript fee exceeding 800 yuan should be taxed at a rate of 14%. How much tax should Mr. Zhang pay?","var1 = [find](manuscript fee) #2,800, var2 = [find](excess manuscript fee) #[subtract](var1, 800) # 2,800 - 800 = 2,000, var3 = [multiply](var2, 0.14) # 2,000 x 0.14 = 280, [return](var3)  # 280"
"A canteen spent 982.4 yuan on flour in October, which was 506.23 yuan more than buying rice. How much does it cost to buy rice?","var1 = [find](amount spent on flour in yuan) #982.4, var2 = [find](amount spent more on flour than rice) #506.23, var3 = [subtract](var1, var2) # 982.4 - 506.23 = 476.17, [return](var3) # 476.17"
"There are 140 red goldfish in the aquarium, which is 45 less than the gold fish. How many gold fish are there?","var1 = [find](number of red goldfish) #140, var2 = [find](number less than red goldfish) #45, var3 = [add](var1, var2) # 140 + 45 = 185, [return](var3) # 185"
"There are 120 peach trees in the orchard, twice as many apple trees as peach trees, and 26 fewer pear trees than apple trees. How many pear trees are there in the orchard?","var1 = [find](number of peach trees) #120, var2 = [multiply](var1, 2) # 120 x 2 = 240, var3 = [subtract](var2, 26) # 240 - 26 = 214, [return](var3) # 214"
"Xiaoqiang's father walks to work every day, an average of 91 meters per minute, which takes 18 minutes. How far is it from Xiaoqiang's home to his father's work?","var1 = [find](average distance father walks per minute) #91, var2 = [find](time father takes to walk to work) #18, var3 = [multiply](var1, var2) # 91 x 18 = 1638, [return](var3) # 1638"
"There are 80 people in the school chorus team, and the number of people in the technology group is 4 more than that of the chorus team (2/5). How many people are there in the technology group?","var1 = [find](number of people in chorus team) #80, var2 = [multiply](var1, 2/5) # 80 * 2/5 = 32, var3 = [add](var2, 4) # 32 + 4 = 36, [return](var3) # 36"
The railway from Shenyang to Beijing is 738 kilometers long. A train departs from Shenyang and travels at a speed of 41 kilometers per hour. How long does it take to reach Beijing?,"var1 = [find](distance from Shenyang to Beijing) #738, var2 = [find](speed of train) #41, var3 = [divide](var1, var2) # 738 / 41 = 18, [return](var3) # 18"
"The store sells a pocket radio, each of which costs 14.4 yuan, and is now sold at 0.8. How much is this radio now?","var1 = [find](original cost of pocket radio) #14.4, var2 = [find](discount percentage) #0.8, var3 = [multiply](var1, var2) # 14.4 * 0.8 = 11.52, [return](var3) # 11.52"
"The fruit shop shipped 120 kilograms of pears. The weight of the apples is 5/8 of that of pears, and the weight of oranges is 4/5 of that of apples. How many kilograms of oranges are there?","var1 = [find](weight of pears) # 120, var2 = [multiply](var1, 5/8) # 120 * (5/8) = 75, var3 = [multiply](var2, 4/5) # 75 * (4/5) = 60, [return](var3) # 60"
"There are 60 willows in the campus, the number of poplars is (2/3) of willows, and (4/5) of pagoda trees. How many pagoda trees are there on campus?","var1 = [find](number of willows) #60, var2 = [multiply](var1, (2/3)) # 60 * 0.67 = 40.2, var3 = [divide]([multiply](var2, 5), 4) # (40.2 * 5) / 4 = 50.25, [return]([round](var3)) # 50"
"The school bought a total of 105 basketballs and footballs, of which the number of footballs is 3 less than the total (3/7). How many footballs did the school buy?","var1 = [find](total number of basketballs and footballs) #105, var2 = [divide](var1, (7 / 3)) # 105 / (7/3) = 45, var3 = [subtract](var2, 3) # 45 - 3 = 42, [return](var3) # 42"
A pile of 25 tons of coal was transported away (2/5). How many tons were shipped?,"var1 = [find](total amount of coal) #25 tons, var2 = [find](fraction shipped) #(2/5), var3 = [multiply](var1, var2) # 25 * (2/5) = 10 tons, [return](var3) # 10"
"A train has 16 carriages, and each carriage has 102 seats. How many passengers can this train take?","var1 = [find](number of carriages) #16, var2 = [find](number of seats in each carriage) #102, var3 = [multiply](var1, var2) # 16 x 102 = 1632, [return](var3) # 1632"
"Xiao Ming has 42 stamps, and Xiao Hua has 14 less stamps than Xiao Ming. How many stamps do Xiao Ming and Xiao Hua have in total?","var1 = [find](number of stamps Xiao Ming has) #42, var2 = [subtract](var1, 14) # 42 - 14 = 28, var3 = [add](var1, var2) # 42 + 28 = 70, [return](var3) # 70"
Aunt Li bought 3 boxes of apples for 120 yuan. How much is each box of apples?,"var1 = [find](number of boxes of apples) #3, var2 = [find](total cost of boxes) #120, var3 = [divide](var2, var1) # 120 / 3 = 40, [return](var3) # 40"
"After updating the machine in a workshop, a total of 261 kilowatt-hours of electricity was saved in 9 days. How many kilowatt-hours of electricity is saved on average every day?","var1 = [find](total kilowatt-hours saved) #261, var2 = [find](number of days) #9, var3 = [divide](var1, var2) # 261 / 9 = 29, [return](var3) # 29"
"Teacher Li wrote 3 popular science stories, and received a manuscript fee of 3,400 yuan. The part exceeding 800 yuan is subject to 14% personal income tax. How much tax should Teacher Li pay?","var1 = [find](manuscript fee) #3,400, var2 = [find](amount exceeding 800 yuan) #2,600, var3 = [multiply](var2, 0.14) # 2,600 * 0.14 = 364, [return](var3) # 364"
"Today, my mother bought two kinds of fruits. It cost 3.50 yuan to buy pears and 4.80 yuan to buy apples. How much did mom spend on fruit today?","var1 = [find](cost of pears) #3.50, var2 = [find](cost of apples) #4.80, var3 = [add](var1, var2) # 3.50 + 4.80 = 8.30, [return](var3) # 8.30"
Xiangshan planted 360 trees last year. The number of trees planted this spring is 120% of last year. How many trees will be planted this year?,"var1 = [find](number of trees planted last year) #360, var2 = [find](percentage increase) #120%, var3 = [multiply](var1, var2) # 360 * 1.2 = 432, [return](var3) # 432"
The school bought 480 balloons to decorate the classrooms. Each class is divided into 40 balloons. How many classes can they be distributed to?,"var1 = [find](total number of balloons) #480, var2 = [find](number of balloons per class) #40, var3 = [divide](var1, var2) # 480 / 40 = 12, [return](var3) # 12"
"The canteen shipped 0.9 tons of rice, and the flour shipped in was 0.5 tons less than three times the weight of rice. How many tons of flour did the canteen ship?","var1 = [find](weight of rice shipped) #0.9, var2 = [find](3 times var1) # 3 * 0.9 = 2.7, var3 = [subtract](var2, 0.5) # 2.7 - 0.5 = 2.2, [return](var3) # 2.2"
"The fruit shop shipped 1500 kilograms of apples, and the pears shipped were from apples (3/5), and the pears were from peaches (3/4). How many kilograms of peaches are there?","var1 = [find](weight of shipped apples) #1500, var2 = fraction(portion of pears from apples) #3/5, var3 = [multiply](var2, var1) # 3/5 * 1500 = 900, var4 = fraction(portion of pears from peaches) #3/4, var5 = [divide](var3, var4) # 900 / (3/4) = 1200, [return](var5) # 1200"
"The school planted 45 poplars, 17 fewer willows than poplars, and 31 more metasequoias than willows. How many metasequoia trees are there?","var1 = [find](number of poplars) #45, var2 = [subtract](var1, 17), # [find](number of willows) # 45 - 17 = 28, var3 = [add](var2, 31), # [find](number of metasequoias) # 28 + 31 = 59, [return](var3) # 59"
"Xiaojuan's father earns 1,800 yuan a month, and he saves (1/6) of it. How much does Xiaojuan's father save every month?","var1 = [find](Xiaojuan's father's monthly earnings) #1,800, var2 = [find](fraction of earnings saved) #1/6, var3 = [multiply](var1, var2) # 1,800 x 1/6 = 300, [return](var3) #300"
"A bottle of beverage is 1.25 liters, and after drinking some, there is 0.75 liters left. How many liters did you drink?","var1 = [find](volume of full bottle) #1.25 liters, var2 = [find](volume of remaining beverage) #0.75 liters, var3 = [subtract](var1, var2) # 1.25 - 0.75 = 0.5, [return](var3) # 0.5"
"To build a canal, 42 kilometers have been built, and 18 kilometers are left. How long is this canal?","var1 = [find](length of completed canal) #42, var2 = [find](length of unfinished canal) #18, var3 = [add](var1, var2) # 42 + 18 = 60, [return](var3) # 60"
Wu Min runs for 17 minutes every morning. Her speed is about 120 m/min. How many meters does she run every day?,"var1 = [find](time Wu Min runs) #17, var2 = [find](speed of Wu Min) #120, var3 = [multiply](var1, var2) # 17 * 120 = 2040, [return](var3) # 2040"
"In the third grade, there are 38 girls and 44 boys. How many people are there in the third grade?","var1 = [find](number of girls in third grade) #38, var2 = [find](number of boys in third grade) #44, var3 = [add](var1, var2) # 38 + 44 = 82, [return](var3) # 82"
"There are 111 students in the sixth grade, which is equivalent to (3/4) of the fifth grade. How many students are there in the fifth grade?","var1 = [find](total number of students in sixth grade) #111, var2 = [find](fraction equivalent to fifth grade) #(3/4), var3 = [divide](var1, var2) # 111 / (3/4) = 148, [return](var3) #148"
"There are 180 story books in the library, and picture books are 18 fewer than story books. How many story books and picture books are there in total?","var1 = [find](number of story books) #180, var2 = [subtract](var1, 18) # 180 - 18 = 162, var3 = [add](var1, var2) # 180 + 162 = 342, [return](var3) # 342"
"The little squirrel picked 159 pine cones, and the mother squirrel picked 258 pine cones. How many pine cones did the little squirrel and mother squirrel pick together?","var1 = [find](number of pine cones picked by little squirrel) #159, var2 = [find](number of pine cones picked by mother squirrel) #258, var3 = [add](var1, var2) # 159 + 258 = 417, [return](var3) # 417"
"Yesterday, the orchard picked 150 baskets of apples, each weighing 48 kilograms. How many kilograms of apples were picked yesterday?","var1 = [find](number of baskets of apples) #150, var2 = [find](weight of each basket of apples) #48, var3 = [multiply](var1, var2) # 150 * 48 = 7200, [return](var3) # 7200"
"Xiao Ming's age this year is that of his father (1/4), and his father is 36 years old this year. How old is Xiao Ming this year?","var1 = [find](age of father) #36, var2 = [find](fraction of father's age that is Xiao Ming's age) #1/4, var3 = [multiply](var1, var2) # 36 * 1/4 = 9, [return](var3) # 9"
Beibei goes to the supermarket to buy a ballpoint pen and a soft-covered copybook. She finds that there are 5 kinds of ballpoint pens and 3 kinds of soft-covered copies. How many different ways can she buy them?,"var1 = [find](number of ballpoint pen options) #5, var2 = [find](number of soft-covered copy options) #3, var3 = [multiply](var1, var2) # 5 * 3 = 15, [return](var3) # 15"
"Xiaojun reads a book, reads 14 pages every day, and finishes it in 9 days. How many pages does this book have?","var1 = [find](number of pages read per day) #14, var2 = [find](number of days to finish book) #9, var3 = [multiply](var1, var2) # 14 * 9 = 126, [return](var3) # 126"
"The road construction team repaired a road, and built 53.4 kilometers on the first day, which was 10.6 kilometers more than the second day. How many kilometers were repaired in two days?","var1 = [find](kilometers built on first day) #53.4, var2 = [find](kilometers built on second day) # (var1 - 10.6) # 53.4 - 10.6 = 42.8, var3 = [add](var1, var2) # 53.4 + 42.8 = 96.2, [return](var3) # 96.2"
"There are 480 households in a community, of which (5/8) have computers. How many households have computers in this community?","var1 = [find](total number of households) #480, var2 = [find](fraction of households with computers) #(5/8), var3 = [multiply](var1, var2) # 480 * (5/8) = 300, [return](var3) # 300"
"Xiao Fang reads a story book, reads 64 pages, and leaves 28 pages unread. How many pages does this storybook have?","var1 = [find](number of read pages) #64, var2 = [find](number of unread pages) #28, var3 = [add](var1, var2) # 64 + 28 = 92, [return](var3) # 92"
